,indicator,Year,Sex,Race/Ethnicity,Value,Place,95pc_con_lvl-low,95pc_con_lvl-high
3274,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,54.7,"Columbus, OH",46.3,63.2
3277,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,29.7,"San Antonio, TX",23.4,37.2
3278,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,44.4,"San Diego County, CA",40.8,48.1
3279,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,44.5,"San Francisco, CA",40.8,48.5
3281,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,46.9,"Oakland (Alameda County), CA",37.1,58.6
3282,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,47.9,"Seattle, WA",39.5,57.8
3284,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,53.5,"Las Vegas (Clark County), NV",48.6,58.4
3293,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,71.3,"Indianapolis (Marion County), IN",62.6,81.0
3295,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,76.0,"Columbus, OH",64.2,87.8
3307,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,36.3,"San Diego County, CA",34.2,38.5
3314,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,49.9,"Portland (Multnomah County), OR",44.3,55.3
3315,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,51.8,"Las Vegas (Clark County), NV",48.5,55.2
3319,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,60.3,"Indianapolis (Marion County), IN",55.1,65.9
3320,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,62.3,"Columbus, OH",55.4,69.2
3333,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,28.4,"San Diego County, CA",22.9,34.7
3335,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,30.0,"Las Vegas (Clark County), NV",21.3,38.8
3346,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,44.7,"San Diego County, CA",32.9,59.2
3355,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,56.7,"Las Vegas (Clark County), NV",44.5,68.8
3362,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,63.5,"Columbus, OH",50.9,78.2
3363,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,63.6,"Portland (Multnomah County), OR",39.8,96.2
3365,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,74.2,"Indianapolis (Marion County), IN",61.9,88.4
3380,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,23.8,"San Diego County, CA",19.4,28.2
3383,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,27.2,"Las Vegas (Clark County), NV",19.4,35.0
3389,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,21.4,"Las Vegas (Clark County), NV",4.3,38.5
3403,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,40.0,"San Diego County, CA",37.3,42.8
3413,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,51.4,"Portland (Multnomah County), OR",45.5,57.3
3417,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,58.4,"Indianapolis (Marion County), IN",52.5,64.9
3418,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,59.1,"Las Vegas (Clark County), NV",54.8,63.4
3419,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,64.3,"Columbus, OH",55.9,72.8
3431,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,29.9,"San Diego County, CA",27.3,32.5
3438,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,44.7,"Las Vegas (Clark County), NV",40.5,49.0
3439,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,44.7,"Portland (Multnomah County), OR",37.8,51.6
3441,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,46.3,"Indianapolis (Marion County), IN",40.4,53.0
3442,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,49.6,"Columbus, OH",41.5,57.8
3452,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,44.9,"San Diego County, CA",41.2,48.5
3459,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,55.7,"Portland (Multnomah County), OR",47.1,64.3
3462,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,60.9,"Las Vegas (Clark County), NV",55.5,66.3
3468,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,80.2,"Indianapolis (Marion County), IN",70.9,90.4
3469,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,80.6,"Columbus, OH",68.3,92.9
3478,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,34.9,"San Diego County, CA",32.8,37.0
3482,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,40.7,"Portland (Multnomah County), OR",35.8,45.5
3488,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,51.0,"Las Vegas (Clark County), NV",47.6,54.3
3492,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,62.2,"Columbus, OH",55.3,69.1
3493,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,62.5,"Indianapolis (Marion County), IN",57.2,68.1
3494,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,85.2,"Oakland (Alameda County), CA",70.9,99.6
3504,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Asian/PI,26.2,"Oakland (Alameda County), CA",17.0,38.7
3506,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Asian/PI,26.5,"San Diego County, CA",21.4,32.6
3507,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Asian/PI,26.7,"Las Vegas (Clark County), NV",18.7,34.7
3513,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Asian/PI,48.0,"Portland (Multnomah County), OR",29.7,73.4
3524,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,47.7,"San Diego County, CA",35.5,62.7
3532,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,55.4,"Oakland (Alameda County), CA",43.3,69.9
3534,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,58.4,"Columbus, OH",46.7,72.3
3535,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,61.4,"Las Vegas (Clark County), NV",48.7,74.1
3539,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,78.8,"Indianapolis (Marion County), IN",66.4,93.1
3547,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,18.5,"San Diego County, CA",14.8,22.3
3556,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,28.1,"Las Vegas (Clark County), NV",20.6,35.7
3564,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,4.0,"Las Vegas (Clark County), NV",0.0,9.6
3573,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,30.3,"Oakland (Alameda County), CA",21.4,41.8
3579,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,39.4,"San Diego County, CA",36.7,42.2
3580,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,39.7,"Portland (Multnomah County), OR",34.6,44.9
3593,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,57.3,"Las Vegas (Clark County), NV",53.1,61.4
3594,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,60.6,"Indianapolis (Marion County), IN",54.6,67.2
3595,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,65.8,"Columbus, OH",57.3,74.4
3603,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,30.9,"San Diego County, CA",28.3,33.6
3612,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,39.2,"Portland (Multnomah County), OR",32.9,45.6
3614,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,45.7,"Las Vegas (Clark County), NV",41.4,50.0
3617,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,49.9,"Indianapolis (Marion County), IN",43.8,56.7
3618,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,50.5,"Columbus, OH",42.3,58.7
3624,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,40.1,"San Diego County, CA",36.7,43.4
3626,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,42.6,"Portland (Multnomah County), OR",35.1,50.1
3633,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,51.9,"Oakland (Alameda County), CA",41.6,63.9
3637,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,57.8,"Las Vegas (Clark County), NV",52.6,63.0
3643,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,79.4,"Columbus, OH",67.2,91.5
3644,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,80.5,"Indianapolis (Marion County), IN",71.2,90.7
3652,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,33.5,"San Francisco, CA",31.3,35.7
3653,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,34.4,"San Diego County, CA",32.3,36.5
3655,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,37.9,"Oakland (Alameda County), CA",31.8,44.1
3656,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,39.3,"Fort Worth (Tarrant County), TX",36.1,42.4
3659,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,42.4,"Portland (Multnomah County), OR",37.5,47.3
3662,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,49.9,"Las Vegas (Clark County), NV",46.6,53.2
3664,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,59.0,"Indianapolis (Marion County), IN",54.0,64.5
3667,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,62.3,"Columbus, OH",55.5,69.2
3680,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Asian/PI,30.1,"San Diego County, CA",24.4,35.9
3681,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Asian/PI,36.4,"Oakland (Alameda County), CA",25.3,50.6
3682,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Asian/PI,36.5,"San Francisco, CA",33.1,40.2
3684,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Asian/PI,37.3,"Las Vegas (Clark County), NV",27.3,47.2
3696,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,41.7,"San Diego County, CA",31.0,55.0
3699,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,46.3,"Fort Worth (Tarrant County), TX",36.4,58.0
3703,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,50.8,"Las Vegas (Clark County), NV",38.8,62.8
3704,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,54.3,"San Francisco, CA",44.3,66.0
3705,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,54.4,"Oakland (Alameda County), CA",42.3,68.9
3706,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,55.9,"Indianapolis (Marion County), IN",45.6,67.9
3709,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,60.9,"Columbus, OH",48.5,75.5
3714,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,12.3,"Fort Worth (Tarrant County), TX",7.3,19.4
3717,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,19.1,"San Diego County, CA",15.3,22.9
3718,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,19.6,"San Francisco, CA",14.6,25.9
3722,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,24.1,"Las Vegas (Clark County), NV",16.6,31.6
3733,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Other,7.6,"Las Vegas (Clark County), NV",0.0,18.2
3741,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,28.8,"Oakland (Alameda County), CA",20.6,39.2
3742,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,29.2,"San Francisco, CA",26.1,32.6
3747,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,39.1,"San Diego County, CA",36.4,41.7
3753,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,43.4,"Portland (Multnomah County), OR",38.0,48.7
3754,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,43.7,"Fort Worth (Tarrant County), TX",39.8,47.6
3760,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,56.4,"Las Vegas (Clark County), NV",52.3,60.6
3762,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,62.9,"Indianapolis (Marion County), IN",56.8,69.6
3763,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,64.7,"Columbus, OH",56.3,73.2
3767,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,25.3,"San Francisco, CA",22.8,28.0
3772,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,28.3,"San Diego County, CA",25.8,30.8
3774,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,31.9,"Fort Worth (Tarrant County), TX",28.1,35.6
3778,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,37.9,"Portland (Multnomah County), OR",31.8,44.1
3780,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,42.2,"Las Vegas (Clark County), NV",38.1,46.4
3783,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,48.1,"Indianapolis (Marion County), IN",42.2,54.8
3785,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,52.8,"Columbus, OH",44.5,61.1
3792,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,42.3,"San Diego County, CA",38.9,45.8
3795,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,44.5,"San Francisco, CA",40.8,48.5
3796,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,47.1,"Oakland (Alameda County), CA",37.5,58.5
3797,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,49.3,"Portland (Multnomah County), OR",41.0,57.5
3798,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,49.9,"Fort Worth (Tarrant County), TX",44.3,55.5
3803,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,59.2,"Las Vegas (Clark County), NV",53.9,64.6
3805,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,73.3,"Columbus, OH",61.8,84.9
3806,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,75.0,"Indianapolis (Marion County), IN",66.1,84.8
3809,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,19.6,"San Antonio, TX",16.4,22.8
3810,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,27.9,"Seattle, WA",23.8,32.7
3813,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,30.0,"San Diego County, CA",28.1,31.9
3815,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,34.7,"Oakland (Alameda County), CA",28.8,40.7
3816,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,35.4,"Portland (Multnomah County), OR",31.0,39.8
3817,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,38.0,"Fort Worth (Tarrant County), TX",35.0,41.1
3821,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,52.0,"Detroit, MI",47.0,57.0
3823,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,54.3,"Las Vegas (Clark County), NV",50.8,57.7
3824,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,56.9,"Indianapolis (Marion County), IN",52.0,62.2
3826,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,All,60.8,"Columbus, OH",54.0,67.6
3834,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,22.9,"Seattle, WA",14.6,35.4
3835,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,24.9,"San Diego County, CA",20.0,29.8
3838,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,38.4,"Oakland (Alameda County), CA",27.3,52.5
3840,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Asian/PI,43.6,"Las Vegas (Clark County), NV",33.1,54.0
3851,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,32.6,"Seattle, WA",17.8,55.3
3853,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,36.5,"San Antonio, TX",26.2,49.5
3854,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,42.7,"Fort Worth (Tarrant County), TX",33.4,53.6
3855,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,43.1,"Oakland (Alameda County), CA",32.1,56.6
3857,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,46.5,"San Diego County, CA",34.9,60.7
3858,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,53.2,"Detroit, MI",47.8,58.6
3859,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,54.9,"Las Vegas (Clark County), NV",43.2,66.5
3862,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,63.5,"Indianapolis (Marion County), IN",52.7,76.0
3863,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Black,65.1,"Columbus, OH",52.4,80.1
3867,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,15.4,"Fort Worth (Tarrant County), TX",9.6,23.3
3868,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,16.7,"San Diego County, CA",13.5,20.5
3871,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,19.6,"San Antonio, TX",16.4,22.8
3872,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,20.4,"Las Vegas (Clark County), NV",14.0,26.8
3876,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,Hispanic,31.6,"Oakland (Alameda County), CA",16.3,55.1
3894,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,25.8,"Oakland (Alameda County), CA",17.7,36.4
3895,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,28.6,"Seattle, WA",23.7,34.5
3897,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,33.6,"San Diego County, CA",31.2,36.1
3900,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,36.3,"Portland (Multnomah County), OR",31.5,41.1
3902,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,42.0,"Detroit, MI",29.4,54.6
3903,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,42.3,"Fort Worth (Tarrant County), TX",38.5,46.1
3904,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,43.7,"San Antonio, TX",38.9,48.6
3910,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,58.3,"Indianapolis (Marion County), IN",52.5,64.7
3911,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,61.6,"Las Vegas (Clark County), NV",57.2,66.0
3912,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Both,White,62.4,"Columbus, OH",54.2,70.7
3913,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,13.7,"San Antonio, TX",10.4,17.7
3916,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,26.0,"Oakland (Alameda County), CA",19.8,33.5
3917,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,26.8,"San Diego County, CA",24.4,29.1
3919,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,27.1,"Seattle, WA",21.7,33.7
3920,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,30.2,"Fort Worth (Tarrant County), TX",26.6,33.8
3921,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,30.8,"Portland (Multnomah County), OR",25.3,36.3
3926,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,43.5,"Detroit, MI",37.5,49.5
3928,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,46.6,"Indianapolis (Marion County), IN",40.8,53.1
3929,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,48.1,"Las Vegas (Clark County), NV",43.6,52.5
3930,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Female,All,49.4,"Columbus, OH",41.3,57.5
3932,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,27.6,"San Antonio, TX",21.9,34.2
3933,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,29.7,"Seattle, WA",23.4,37.5
3935,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,34.3,"San Diego County, CA",31.3,37.4
3939,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,41.5,"Portland (Multnomah County), OR",34.1,48.8
3940,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,47.1,"Oakland (Alameda County), CA",37.2,58.8
3941,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,49.0,"Fort Worth (Tarrant County), TX",43.6,54.4
3944,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,62.1,"Las Vegas (Clark County), NV",56.6,67.5
3946,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,65.5,"Detroit, MI",56.8,74.2
3948,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,71.6,"Indianapolis (Marion County), IN",63.0,81.0
3950,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2014,Male,All,75.6,"Columbus, OH",63.9,87.3
3951,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,17.8,"San Antonio, TX",14.8,20.7
3952,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,28.4,"Seattle, WA",24.3,33.0
3953,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,28.9,"San Diego County, CA",27.1,30.8
3956,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,37.2,"Fort Worth (Tarrant County), TX",34.2,40.2
3957,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,37.7,"Oakland (Alameda County), CA",31.7,43.8
3958,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,39.4,"Portland (Multnomah County), OR",34.8,44.0
3961,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,43.9,"Las Vegas (Clark County), NV",40.8,47.0
3962,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,48.8,"Indianapolis (Marion County), IN",44.2,53.7
3965,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,All,64.0,"Columbus, OH",57.1,71.0
3970,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,22.0,"San Diego County, CA",17.8,26.9
3971,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,23.3,"Seattle, WA",15.1,35.5
3975,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,34.5,"Fort Worth (Tarrant County), TX",20.8,53.9
3976,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,37.3,"Oakland (Alameda County), CA",26.7,50.8
3977,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2015,Both,Asian/PI,39.5,"Las Vegas (Clark County), NV",29.5,49.5
